,ProjectNumber,AgencyName,RecipientName,USD_Disbursement,USD_Commitment,LongDescription,ProjectTitle,ExpectedStartDate,CompletionDate,Aid_t,PurposeCode
1053,01DP16010,Federal Ministry of Education and Research,Viet Nam,0.000143,0.0,"Travelling conference on energy-efficient flat glass - Viable technologies to protect resources (water, land, forests, settlements) and eco-technologies in the developing country",Scientific cooperation with other countries (not included in other areas),2016-12-01,2017-02-28,D02,23183.0
1054,01DP17019,Federal Ministry of Education and Research,Viet Nam,0.000509,0.000509,"UrbanArk - Safe Floating Places and Spaces for Vietnamese Cities at Risk - Research to preserve and improve living conditions and sustainable land use in developing countries, i.a. due to climate change",Scientific cooperation with other countries (not included in other areas),2017-03-01,2017-10-31,D02,32310.0
1055,01DP17023,Federal Ministry of Education and Research,Thailand,0.004024,0.0,"Smartphone and Low-cost Applications for Plant Phenotyping and Digital Agriculture - Research to preserve and improve living conditions and sustainable land use in developing countries, i.a. due to climate change",Scientific cooperation with other countries (not included in other areas),2017-05-01,2018-05-31,D02,31182.0
1056,01DP17024,Federal Ministry of Education and Research,Thailand,0.012057,0.0,Targeted Drug Delivery by Nano/Micro-sized Theranostics (against cancer) - Research funding in the developing country / knowledge transfer / advanced training in the developing country / capacity building in education and res,Scientific cooperation with other countries (not included in other areas),2017-06-01,2019-05-31,D02,12382.0
1057,01DP17026,Federal Ministry of Education and Research,Thailand,0.008807,0.0,"Scientific Exchange on the Topic of Active Vibration Control and Structural Surveillance for Smart Urban Infrastructures - Technological research and development, Knowledge Transfer",Scientific cooperation with other countries (not included in other areas),2017-07-01,2018-06-30,D02,32310.0
1058,01DP17027,Federal Ministry of Education and Research,Sri Lanka,0.07729899999999999,0.0,Genetic Determinants of Dengue and its Manifestation in Sri Lanka - Research funding with particular importance for the developing country on earthquake / tsunami prevention,Scientific cooperation with other countries (not included in other areas),2017-06-01,2019-11-30,D02,12250.0
1059,01DP17028,Federal Ministry of Education and Research,Thailand,0.003515,0.004971,"Nanomembranes for Water Purification - Viable technologies to protect resources (water, land, forests, settlements) and eco-technologies in the developing country",Scientific cooperation with other countries (not included in other areas),2017-07-01,2019-06-30,D02,14015.0
1060,01DP17031,Federal Ministry of Education and Research,Thailand,0.013025,0.013025,Organic Photoactive Porphyrin-based Materials for Environmental and Biomedical Applications - Capacity building in the field of education and research / knowledge transfer,Scientific cooperation with other countries (not included in other areas),2017-10-01,2018-12-31,D02,32182.0
1061,01DP17032,Federal Ministry of Education and Research,Thailand,0.001751,0.015966,Identification of prognostic indicators in younger patients with chronic myeloid leukemia and implication on monitoring residual disease and treatment in Thailand and Germany - Medical research of particular importance for developing countries,Scientific cooperation with other countries (not included in other areas),2017-09-01,2019-08-31,D02,12382.0
1062,01DP17033,Federal Ministry of Education and Research,Indonesia,0.603124,0.0,"German Indonesian Geo-Campus in Indonesia for Competence in Education and Research for Organizations - Viable technologies to protect resources (water, land, forests, settlements) and eco-technologies in the developing country",Scientific cooperation with other countries (not included in other areas),2017-08-01,2022-08-31,D02,43082.0
1063,01DP17034,Federal Ministry of Education and Research,Fiji,0.102077,0.0,Climate change and ZIKA infections in Fiji - Medical research of particular importance for developing countries,Scientific cooperation with other countries (not included in other areas),2017-07-01,2019-09-30,D02,12250.0
1064,01DP17035,Federal Ministry of Education and Research,"South Asia, regional",0.123487,0.0,Sustainable Food Systems under Climate Change in South Asia - Research to improveon livelihoods in the developing country which are affected by environmental change and marine pollution,Scientific cooperation with other countries (not included in other areas),2017-07-01,2019-06-30,D02,31182.0
1065,01DP17036,Federal Ministry of Education and Research,Thailand,0.008438000000000001,0.0,"Refinement of products from transesterification, hydrodeoxygenation and aqueous-phase reforming derived from biomass - Research on bioeconomy / resource conservation",Scientific cooperation with other countries (not included in other areas),2017-07-01,2019-06-30,D02,23270.0
1066,01DP17037,Federal Ministry of Education and Research,Thailand,0.010978,0.0,Sponges as resource for the development of new lead structures - Capacity building in the field of education and research / knowledge transfer,Scientific cooperation with other countries (not included in other areas),2017-10-01,2020-11-30,D02,43082.0
1067,01DP17039,Federal Ministry of Education and Research,"Asia, regional",0.105263,0.0,"Rice production systems in change - patterns, pathways, perspectives - Food security with particular importance for developing countries",Scientific cooperation with other countries (not included in other areas),2017-08-01,2020-05-31,D02,31182.0
1068,01DP17039_L,Federal Ministry of Education and Research,"Asia, regional",0.009345,0.0,"Rice production systems in change - patterns, pathways, perspectives - Food security with particular importance for developing countries",Scientific cooperation with other countries (not included in other areas),2017-08-01,2020-05-31,D02,31182.0
1069,01DP17039_N,Federal Ministry of Education and Research,"Asia, regional",0.014397,0.0,"Rice production systems in change - patterns, pathways, perspectives - Food security with particular importance for developing countries",Scientific cooperation with other countries (not included in other areas),2017-08-01,2020-05-31,D02,31182.0
1070,01DP17040,Federal Ministry of Education and Research,Malaysia,0.512471,0.0,Research Alliance for Smart Systems in Medical Technology in Malaysia - Medical research of particular importance for developing countries,Scientific cooperation with other countries (not included in other areas),2017-08-01,2022-12-31,D02,12182.0
1071,01DP17041,Federal Ministry of Education and Research,Philippines,0.082948,0.0,"Research cooperation supporting the Energiewende (energy transition) on the Philippine islands - Technological research and development, Knowledge Transfer",Scientific cooperation with other countries (not included in other areas),2017-08-01,2018-10-31,D02,23182.0
1072,01DP17042,Federal Ministry of Education and Research,Sri Lanka,0.121223,0.0,Exploration of relationships between locally constrained chronic kidney disease (CKD) and water quality in Sri Lanka - Medical research of particular importance for developing countries,Scientific cooperation with other countries (not included in other areas),2017-08-01,2020-03-31,D02,12182.0
1073,01DP17043,Federal Ministry of Education and Research,Myanmar,0.093817,0.0,Establishing an international science network on the Nexus Climate-Water-Food in Myanmar - Research to improveon livelihoods in the developing country which are affected by environmental change and marine pollution,Scientific cooperation with other countries (not included in other areas),2017-08-01,2019-07-31,D02,14015.0
1074,01DP17044,Federal Ministry of Education and Research,Thailand,0.537288,0.0,ECOPLATE - Station IPA-Chula Energy Efficiency of Electrochemical Coating Processes and Plants - Energy technologies and energy efficiency,Scientific cooperation with other countries (not included in other areas),2017-08-01,2023-12-31,D02,32182.0
1075,01DP17046,Federal Ministry of Education and Research,Viet Nam,0.031423,0.031423,"Resource efficiency and environmental compatibility in waste management - Viable technologies to protect resources (water, Integrated Water Resources Management (IWRM), land, forests, settlements) and eco-technologies in the developing country",Scientific cooperation with other countries (not included in other areas),2017-11-01,2018-02-28,D02,14050.0
1076,01DP17047,Federal Ministry of Education and Research,Viet Nam,0.622526,0.0,Vietnamese-German Center for Excellence in Clinical Trials - Medical research of particular importance for developing countries,Scientific cooperation with other countries (not included in other areas),2017-08-01,2023-06-30,D02,12182.0
1077,01DP17051,Federal Ministry of Education and Research,Pakistan,0.11133100000000001,0.0,Sustainable production of bioenergy and soil conditioners from bio-residues in Pakistan for energy and food supply security - Energy technologies and energy efficiency,Scientific cooperation with other countries (not included in other areas),2017-09-01,2019-02-28,D02,23182.0
1078,01DP17052,Federal Ministry of Education and Research,Viet Nam,0.981298,0.0,Innovative approaches to biodiversity discovery and characterization - Research on bioeconomy / resource conservation,Scientific cooperation with other countries (not included in other areas),2017-09-15,2022-12-31,D02,41030.0
1079,01DP17053,Federal Ministry of Education and Research,Cambodia,0.037873,0.0,"Sustainable Buildings for People - Enhancing Urban Quality of Life in Cambodia - Viable technologies to protect resources (water, land, forests, settlements) and eco-technologies in the developing country",Scientific cooperation with other countries (not included in other areas),2017-11-01,2018-05-31,D02,23183.0
1080,01DP17054,Federal Ministry of Education and Research,Philippines,0.028811,0.0,Linking disaster risk governance and land-use planning - the case of informal settlements in hazard prone areas in The Philippines - Capacity building in the field of education and research / knowledge transfer,Scientific cooperation with other countries (not included in other areas),2017-10-01,2018-04-30,D02,43060.0
1081,01DP17055,Federal Ministry of Education and Research,Viet Nam,0.000211,0.0,Integrating Ecosystem-based Approaches into Flood Risk Management for Adaptive and Sustainable Urban Development in Central Vietnam - Capacity building in education and research in environmental research and bioeconomy,Scientific cooperation with other countries (not included in other areas),2017-10-01,2018-03-31,D02,43060.0
1082,01DP17057,Federal Ministry of Education and Research,Myanmar,0.035231,0.0,Multiple risks management in extreme events in fast growing (mega)cities in Myanmar - Capacity building in the field of education and research / knowledge transfer,Scientific cooperation with other countries (not included in other areas),2017-11-01,2018-04-30,D02,43060.0
1083,01DP17058,Federal Ministry of Education and Research,Thailand,0.047209,0.047209,"Sustainable development in the city and surrounding area of Chiang Mai, Thailand, sub-project - preparation phase - Capacity building in the field of education and research",Scientific cooperation with other countries (not included in other areas),2017-10-01,2018-03-31,D02,43030.0
1084,01DP17059,Federal Ministry of Education and Research,"Far East Asia, regional",0.040644,0.0,"Inclusive urban risk and land management regarding spatially ubiquitous extreme events in rapidly growing medium-sized cities - Linking formal and informal strategies in Vietnam and the Philippines - Research to preserve and improve living conditions and sustainable land use in developing countries, i.a. due to climate change",Scientific cooperation with other countries (not included in other areas),2017-10-01,2018-04-30,D02,43030.0
1085,01DP17061,Federal Ministry of Education and Research,"Far East Asia, regional",0.039553,0.0,Electrified Cities as Hubs for a sustainable Transformation of metropolitan regions in Southeast Asia - Energy technologies and energy efficiency,Scientific cooperation with other countries (not included in other areas),2017-11-01,2018-04-30,D02,43030.0
1086,01DP17062,Federal Ministry of Education and Research,Viet Nam,0.024635,0.0,"emplement! - Empowering urban regions for cooperative, synergistic and practical implementation of sustainability and resilience strategies considering the urban-rural nexus - Capacity building in the field of education and research / knowledge transfer",Scientific cooperation with other countries (not included in other areas),2017-11-01,2018-04-30,C01,16030.0
1087,01DP17063,Federal Ministry of Education and Research,"Developing countries, unspecified",0.11334000000000001,0.0,Rodent damage and transmission of rodent-borne zoonotic disease in households in Asian-Pacific territories - Research funding with particular importance for the developing country on earthquake / tsunami prevention,Scientific cooperation with other countries (not included in other areas),2017-10-01,2020-03-31,D02,31182.0
1088,01DP17064,Federal Ministry of Education and Research,Philippines,0.047087,0.047087,"The project is application-oriented and will be carried out by a consortium of research partners, civil society organizations and associated companies. The nexus Institute coordinates the project and ensures that the project follows a participatory research approach in order to induce ownership of the project among local partners, who will implement the research results. The objectives of this preparatory phase are to get better insights into the importance, structure and impact of the urban logistics sector from research in consultation with relevant urban stakeholders. A network of relevant partners (research, civil society, private sector) will be created. These partners will develop a common understanding of the challenges and possibilities within the urban logistics sector and draft a roadmap for the next phases of the cooperation project. - Research in social sciences and the humanities to improve knowledge on economic, ecological and social changes in the developing country",Scientific cooperation with other countries (not included in other areas),2017-11-01,2018-04-30,D02,43030.0
1089,01DP17065,Federal Ministry of Education and Research,Thailand,0.002691,0.0,"Polycentric approaches for the management of urban water resources in South-East Asia - a localization of the sustainability targets of Agenda 2030 and the New Urban Agenda at the municipal level - Technological research and development, Knowledge Transfer",Scientific cooperation with other countries (not included in other areas),2017-11-01,2018-04-30,C01,14015.0
1090,01DP17066,Federal Ministry of Education and Research,Viet Nam,0.028357,0.0,Improving Health Impacts of Urban Transport in Vietnamese Cities - Capacity building in the field of education and research / knowledge transfer,Scientific cooperation with other countries (not included in other areas),2017-11-01,2018-04-30,D02,21010.0
1091,01DP17067,Federal Ministry of Education and Research,"Far East Asia, regional",0.010785,0.0,"eHCarbo - Resource-efficient Production of CFC Structures - Technological research and development, Knowledge Transfer",Scientific cooperation with other countries (not included in other areas),2017-10-01,2018-02-28,D02,32182.0
1092,01DP17068,Federal Ministry of Education and Research,Malaysia,0.01635,0.0,"Ressources of the Future - Technological research and development, Knowledge Transfer",Scientific cooperation with other countries (not included in other areas),2017-10-01,2018-02-28,D02,32164.0
1093,01DP17069,Federal Ministry of Education and Research,"Far East Asia, regional",0.033689,0.033689,Conference MicroPerspectives for Decentralized Energy Supply. This project mainly aims to develop strategies which strengthen the resilience of SMEs in the face of climate change. - Energy technologies and energy efficiency,Scientific cooperation with other countries (not included in other areas),2017-11-01,2018-04-30,D02,23182.0
1094,01DP17070,Federal Ministry of Education and Research,Thailand,0.015131,0.01907,Polymer electrolyte membrane surface modified with block copolymer brushes containing proton donor and acceptor for efficient proton transfer system. - Research funding in the developing country / knowledge transfer / advanced training in the developing country / capacity building in education and res,Scientific cooperation with other countries (not included in other areas),2017-11-01,2020-09-30,D02,23182.0
1095,01DP18001,Federal Ministry of Education and Research,Viet Nam,0.069781,0.069821,Strengthening Vietnamese Capacity of Civil Protection and Disaster Management - demonstrators of the port city of Hai Phong and the mountainous province Hoa Binh - Strengthening civil society/ crisis prevention and help with solving conflicts,Scientific cooperation with other countries (not included in other areas),2018-06-01,2018-11-30,C01,74020.0
1096,01DP18002,Federal Ministry of Education and Research,Philippines,0.069482,0.067385,Definition project for the development and implementation of a disaster management system specifically for the Philippines with the involvement of an evacuation system suitable for the tropics as well as a comprehensive land-based and airborne situation overview - Strengthening civil society/ crisis prevention and help with solving conflicts,Scientific cooperation with other countries (not included in other areas),2018-06-01,2018-11-30,C01,74020.0
1097,01DP18003,Federal Ministry of Education and Research,Viet Nam,0.06249,0.06249,"CLIENT II Definition Project - AIMWAYS - Adaptive irrigation management for water and yield security - Viable technologies to protect resources (water, land, forests, settlements) and eco-technologies in the developing country",Scientific cooperation with other countries (not included in other areas),2018-08-01,2019-01-31,D02,31140.0
1098,01DP18004,Federal Ministry of Education and Research,Viet Nam,0.073489,0.070254,"Implementation concept for waste management in Vietnam - Technological research and development, Knowledge Transfer",Scientific cooperation with other countries (not included in other areas),2018-08-01,2019-03-31,D02,14050.0
1099,01DP18005,Federal Ministry of Education and Research,Viet Nam,0.070784,0.070784,CLIENT II - Definition Project - PROOF_1_0 - Solar PV ROOFtop initiative with Vietnam - Energy technologies and energy efficiency,Scientific cooperation with other countries (not included in other areas),2018-08-01,2019-02-28,D02,23230.0
1100,01DP18006,Federal Ministry of Education and Research,"Asia, regional",0.077566,0.14729,Home Gardens for Resilience and Recovery - Research funding in the developing country / knowledge transfer / advanced training in the developing country / capacity building in education and res,Scientific cooperation with other countries (not included in other areas),2018-08-01,2020-07-31,D02,31161.0
1101,01DP18007,Federal Ministry of Education and Research,Sri Lanka,0.086492,0.090946,"Joint project - Clinical investigation of the development of chronic kidney diseases of unclear etiology in Sri Lanka, subproject - Charité -University Medicine Berlin - Medical research of particular importance for developing countries",Scientific cooperation with other countries (not included in other areas),2018-09-01,2021-06-30,D02,12382.0
1102,01DP18011,Federal Ministry of Education and Research,"Asia, regional",0.046884,0.046884,Environmental technologies and resource efficiency - Sustainable energy supply in rural regions - Renewable energies for developing countries,Scientific cooperation with other countries (not included in other areas),2018-11-01,2019-02-28,D02,23182.0
1103,01DP18012,Federal Ministry of Education and Research,Myanmar,0.042102,0.042102,Sustainable and safe mobility and regenerative energy production and supply within buildings - Energy technologies and energy efficiency,Scientific cooperation with other countries (not included in other areas),2018-11-01,2019-03-31,D02,23182.0
1104,01DP18013,Federal Ministry of Education and Research,"Far East Asia, regional",0.037119,0.037119,Innovations in Pre- and Postharvest Supply Chain of Fresh Produce - Research on bioeconomy / resource conservation,Scientific cooperation with other countries (not included in other areas),2018-12-01,2019-09-30,D02,31182.0
1105,01DP19001,Federal Ministry of Education and Research,Viet Nam,0.188893,0.271709,"Identification of viral and host factors in mother-to-child transmission of hepatitis B, sub-project - Molecular and cell biology of HBV infection - Medical research of particular importance for developing countries",Scientific cooperation with other countries (not included in other areas),2019-02-01,2023-01-31,D02,12182.0
1106,01DP19002,Federal Ministry of Education and Research,Viet Nam,0.21143499999999998,0.268474,Photovoltaic (PV) system integration for sustainable urban development in Viet Nam - Energy technologies and energy efficiency,Scientific cooperation with other countries (not included in other areas),2019-02-01,2022-12-31,D02,23182.0
1107,01DP19003,Federal Ministry of Education and Research,Viet Nam,0.152939,0.261874,"Collaborative project - Future-orientated mobility - Concepts and solutions as part of modern urban development, Sub-project - Urban mobility - Technological research and development, Knowledge Transfer",Scientific cooperation with other countries (not included in other areas),2019-04-01,2022-03-31,D02,21020.0
1108,01DP19004,Federal Ministry of Education and Research,Viet Nam,0.235077,0.263093,"Collaborative project - Molecular simulation-based rational design of Painkillers Targeting the Opioid Receptor (PaTOR), Sub-project - Testing of painkillers - Medical research of particular importance for developing countries",Scientific cooperation with other countries (not included in other areas),2019-03-01,2022-06-30,D02,12182.0
1109,01DP19005,Federal Ministry of Education and Research,Viet Nam,0.287496,0.281175,"Collaborative project - Sustainable and health-oriented transport and urban planning, Sub-project - Basic principles and limits of sustainable transport and urban planning - Technological research and development, Knowledge Transfer",Scientific cooperation with other countries (not included in other areas),2019-04-01,2021-09-30,D02,21020.0
1110,01DP19006A,Federal Ministry of Education and Research,Viet Nam,0.12403,0.243839,"Collaborative project - Clinical significance and molecular characterization of hepatitis E and hepatitis D virus infections among high risk populations in Vietnam, Sub-project - Clinical significance of HEV and HDV infections in Vietnam - Medical research of particular importance for developing countries",Scientific cooperation with other countries (not included in other areas),2019-06-01,2023-05-31,D02,12182.0
1111,01DP19006B,Federal Ministry of Education and Research,Viet Nam,0.025859,0.025257,"Collaborative project - Clinical significance and molecular characterization of hepatitis E and hepatitis D virus infections among high risk populations in Vietnam, Sub-project - Soluble inflammation mediators in HEV and HDV infections in Vietnam - Medical research of particular importance for developing countries",Scientific cooperation with other countries (not included in other areas),2019-06-01,2022-05-31,D02,12182.0
1112,01DP19007,Federal Ministry of Education and Research,"Asia, regional",0.002015,0.111533,Development of a microfluidic chip protein array as a serodiagnostic tool of early detection of pneumococcal infection - Medical research of particular importance for developing countries - infectious disease abatement,Scientific cooperation with other countries (not included in other areas),2019-07-01,2022-06-30,D02,12250.0
1113,01DP19007L,Federal Ministry of Education and Research,"Asia, regional",0.008024,0.0,Development of a microfluidic chip protein array as a serodiagnostic tool of early detection of pneumococcal infection - Medical research of particular importance for developing countries - infectious disease abatement,Scientific cooperation with other countries (not included in other areas),2019-07-01,2022-12-31,D02,12250.0
1114,01DP19007N,Federal Ministry of Education and Research,"Asia, regional",0.040462,0.0,Development of a microfluidic chip protein array as a serodiagnostic tool of early detection of pneumococcal infection - Medical research of particular importance for developing countries - infectious disease abatement,Scientific cooperation with other countries (not included in other areas),2019-07-01,2022-12-31,D02,12250.0
1115,01DP19007_L,Federal Ministry of Education and Research,"Asia, regional",0.001588,0.0,Development of a microfluidic chip protein array as a serodiagnostic tool of early detection of pneumococcal infection - Medical research of particular importance for developing countries - infectious disease abatement,Scientific cooperation with other countries (not included in other areas),2019-07-01,2022-12-31,D02,12250.0
1116,01DP19007_N,Federal Ministry of Education and Research,"Asia, regional",0.007984,0.0,Development of a microfluidic chip protein array as a serodiagnostic tool of early detection of pneumococcal infection - Medical research of particular importance for developing countries - infectious disease abatement,Scientific cooperation with other countries (not included in other areas),2019-07-01,2022-12-31,D02,12250.0
1117,01DP19008,Federal Ministry of Education and Research,"Asia, regional",0.019646,0.104308,"Strengthening collaboration and building capacity in agriculture 4.0 among Thailand, Myanmar and Germany, by developing and implementing precisionagriculture solutions, in particular a plant-based irrigation platform - Research to ensure food security in the developing country",Scientific cooperation with other countries (not included in other areas),2019-07-01,2022-06-30,D02,31140.0
1118,01DP19008L,Federal Ministry of Education and Research,"Asia, regional",0.016322,0.0,"Strengthening collaboration and building capacity in agriculture 4.0 among Thailand, Myanmar and Germany, by developing and implementing precisionagriculture solutions, in particular a plant-based irrigation platform - Research to ensure food security in the developing country",Scientific cooperation with other countries (not included in other areas),2019-07-01,2022-06-30,D02,31140.0
1119,01DP19008N,Federal Ministry of Education and Research,"Asia, regional",0.020832,0.0,"Strengthening collaboration and building capacity in agriculture 4.0 among Thailand, Myanmar and Germany, by developing and implementing precisionagriculture solutions, in particular a plant-based irrigation platform - Research to ensure food security in the developing country",Scientific cooperation with other countries (not included in other areas),2019-07-01,2022-06-30,D02,31140.0
1120,01DP19008_L,Federal Ministry of Education and Research,"Asia, regional",0.001913,0.0,"Strengthening collaboration and building capacity in agriculture 4.0 among Thailand, Myanmar and Germany, by developing and implementing precisionagriculture solutions, in particular a plant-based irrigation platform - Research to ensure food security in the developing country",Scientific cooperation with other countries (not included in other areas),2019-07-01,2022-06-30,D02,31140.0
1121,01DP19008_N,Federal Ministry of Education and Research,"Asia, regional",0.002454,0.0,"Strengthening collaboration and building capacity in agriculture 4.0 among Thailand, Myanmar and Germany, by developing and implementing precisionagriculture solutions, in particular a plant-based irrigation platform - Research to ensure food security in the developing country",Scientific cooperation with other countries (not included in other areas),2019-07-01,2022-06-30,D02,31140.0
1122,01DP19009,Federal Ministry of Education and Research,"Far East Asia, regional",0.100248,0.111952,"Collaborative project - Development of paper-based rapid diagnostic kits for malaria and HIV drug resistance detection using recombinase polymerase amplification, Sub-project - Nanomaterials and miniaturized principles for rapid tests - Medical research of particular importance for developing countries - infectious disease abatement",Scientific cooperation with other countries (not included in other areas),2019-07-01,2022-06-30,D02,12250.0
1123,01DP19010,Federal Ministry of Education and Research,Thailand,0.069249,0.11036,Electroplating processes for biodegradable materials obtained from renewable biological resources - Energy technologies and energy efficiency,Scientific cooperation with other countries (not included in other areas),2019-08-01,2022-07-31,D02,23183.0
1124,01DP19011,Federal Ministry of Education and Research,Thailand,0.077292,0.110306,"Development of Value Added Products with Low Environmental Impact from the Purge Water of Microalgae Cultivation - Viable technologies to protect resources (water, Integrated Water Resources Management (IWRM), land, forests, settlements) and eco-technologies in the developing country",Scientific cooperation with other countries (not included in other areas),2019-08-01,2022-07-31,D02,14020.0
1125,01DP20004,Federal Ministry of Education and Research,Viet Nam,0.035478,0.117903,"Collaborative project: Robust river basin planning under extreme climate events and fast socio-economic changes, sub-project: Extreme weather events in future climate - Research on bioeconomy / resource conservation",Scientific cooperation with other countries (not included in other areas),2020-11-01,2023-04-30,D02,14015.0
1126,01DP20005,Federal Ministry of Education and Research,"Developing countries, unspecified",0.033286,0.119435,"Collaborative project: Nanoparticle-based point of care detection of antibiotic-resistant bacteria (NAPARBA), sub-project: Functionalized nanoparticles for detecting antibiotic-resistant bacteria - Medical research of particular importance for developing countries - infectious disease abatement",Scientific cooperation with other countries (not included in other areas),2020-11-01,2023-10-31,D02,12250.0
1127,01DP20006,Federal Ministry of Education and Research,Viet Nam,0.035836,0.118259,"Collaborative project: Innovative floating photocatalyst with specific sorption function, sub-project: Synthesis, characterization, and mechanistic studies of composite photocatalysts - Research on bioeconomy / resource conservation",Scientific cooperation with other countries (not included in other areas),2020-10-01,2023-09-30,D02,14015.0
1128,01DP20008,Federal Ministry of Education and Research,"Far East Asia, regional",0.022254000000000003,0.109796,"Collaborative project - Metal Oxide Hybrid Structured Barriers for Stable Energy Devices, sub-project - Atomic layer desposition of metal oxides on nanoparticles for hybrid thin layer barriers in perovskite solar cells - Energy technologies and energy efficiency",Scientific cooperation with other countries (not included in other areas),2020-10-01,2023-09-30,D02,23182.0
1129,01DP21002,Federal Ministry of Education and Research,Viet Nam,0.026017,0.11744,"Joint project: Bi-Regional IWRM Dialogue and Multi-Local Twinning for Small Scale Water Supply and Reuse in Sub-River Basins of the Danube and Mekong, subproject: Comparison of the River Basins and Evaluation of Technology Transfer & Implementation Options and overall Project Coordination - Viable technologies to protect resources (water, IWRM, land, forests, settlements) and eco-technologies in the developing country",Scientific cooperation with other countries (not included in other areas),2021-02-01,2024-01-31,D02,14010.0
1130,01DP21003,Federal Ministry of Education and Research,"Far East Asia, regional",0.036475,0.118259,"Joint project: 3D nano-engineered silicon anodes for high-energy-density lithium-ion rechargeable batteries, subproject: Fabrication technology for 3D silicon nanoanodes with high aspect ratio - Energy technologies and energy efficiency",Scientific cooperation with other countries (not included in other areas),2021-02-01,2024-01-31,D02,23182.0
1131,01DP21004,Federal Ministry of Education and Research,"Far East Asia, regional",0.015775,0.117588,"Joint project: moDel-based decision support tool for irrigation in maniok production, subproject: phenotyping, workshop & model development - Viable technologies to protect resources (water, IWRM, land, forests, settlements) and eco-technologies in the developing country",Scientific cooperation with other countries (not included in other areas),2021-03-15,2024-03-31,D02,31140.0
1132,01DQ12093A,Federal Ministry of Education and Research,India,0.003889,0.003889,"Collaborative project - REM-Solar - Reduction of Earth Metals in Chalkopyrite-based Solar Cells, Sub-project - Martin Luther University, Halle-Wittenberg - Capacity building in the field of education and research",Scientific cooperation with other countries (not included in other areas),2012-10-01,2017-09-30,D02,23182.0
1133,01DQ13004,Federal Ministry of Education and Research,"Developing countries, unspecified",0.002731,0.002731,"WTZ mit Sri Chitra Tirunal Institute of Medical Science and Technology und Institute of Biomedical Psychology, Kandili Campus, Istanbul Technical University - Capacity building in the field of education and research",Scientific cooperation with other countries (not included in other areas),2013-06-01,2016-12-31,D02,12382.0
1134,01DQ13009,Federal Ministry of Education and Research,India,0.116251,0.0,Cooperation of TU9 Universities with the Indian Institute of Technology (IIT) Mandi - Capacity building in the field of education and research,Scientific cooperation with other countries (not included in other areas),2014-01-01,2019-04-30,D02,43082.0
1135,01DQ14001B,Federal Ministry of Education and Research,India,0.011909,0.0,Collaborative project - Innovative Process Monitoring using in-line Laser Thermography (AMPLAST)- Sub-project - InfraTec-iPLAST - Capacity building in the field of education and research,Scientific cooperation with other countries (not included in other areas),2014-07-01,2017-12-31,D02,32182.0
1136,01DQ14002B,Federal Ministry of Education and Research,India,0.015612,0.0,"Collaborative project - Production and development of hollow crankshafts for automobile manufacture (DNDHCSA)- Sub-project - Seidel Werkzeugbau GmbH - tool construction - Technological research and development, Knowledge Transfer",Scientific cooperation with other countries (not included in other areas),2014-10-01,2017-09-30,D02,32182.0
1137,01DQ14003B,Federal Ministry of Education and Research,India,0.019526,0.0,"Collaborative project. Combined Process and Alloy Design of a microalloyed Dual Phase Forging Steel based on Integrative Computational Material Engineering (DP-Forge), subproject - Simufact - Capacity building in the field of education and research",Scientific cooperation with other countries (not included in other areas),2014-05-01,2018-02-28,D02,32182.0
1138,01DQ14008,Federal Ministry of Education and Research,India,0.005733,0.0,ERA-Net - Stabilize energy - Renewable energies for developing countries,Scientific cooperation with other countries (not included in other areas),2014-08-01,2018-04-30,D02,23182.0
1139,01DQ15004,Federal Ministry of Education and Research,India,0.001395,0.0,"Vibration Energy Harvesting using Multi-Layered Piezoelectric Stacks / Devices - Comparative study on lead containing and lead free material systems - Capacity building in the field of education and research, technology research and development",Scientific cooperation with other countries (not included in other areas),2015-06-01,2019-05-31,D02,32182.0
1140,01DQ15006,Federal Ministry of Education and Research,India,0.001629,0.0,"Exploring the diversity of Organo Phosphorous ('OP pesticides', 'TCEP' & 'TDCPP') degrading microbes to develop a microbial biodegradation process for bioremediation of persistent OPs - Bioeconomical environmental research of particular importance to the developing country",Scientific cooperation with other countries (not included in other areas),2015-06-01,2018-08-31,D02,41082.0
1141,01DQ15007A,Federal Ministry of Education and Research,India,0.080811,0.080811,"Collaborative project - Sustainable use of resources and energy production by co-fermentation of vegetable market and slaughterhouse waste (RESERVES), sub-project ISAH - Renewable energies for developing countries",Scientific cooperation with other countries (not included in other areas),2015-11-01,2019-12-31,D02,23270.0
1142,01DQ15007B,Federal Ministry of Education and Research,India,0.003818,0.0,"Collaborative project - Sustainable use of resources and energy production by co-fermentation of vegetable market and slaughterhouse waste (RESERVES), sub-project Lehmann-UMT - Renewable energies for developing countries",Scientific cooperation with other countries (not included in other areas),2015-09-01,2019-03-31,D02,23270.0
1143,01DQ15012,Federal Ministry of Education and Research,India,0.00232,0.0,Imaging synaptic plasticity and control - Novel protein-carbon nanotube fluorescent sensors for spatio-temporal regulation of protein translation - Capacity building in the field of education and research - medical research,Scientific cooperation with other countries (not included in other areas),2015-08-01,2018-07-31,D02,12182.0
1144,01DQ15013,Federal Ministry of Education and Research,India,0.06942699999999999,0.0,Collaborative project - Development of an integrated system from a microbial fuel cell + e.membrane bioreactor using low-cost multifunctional ceramic membranes for an efficient sewage treatment while producing electricity - Capacity building in the field of education and research - technologie research,Scientific cooperation with other countries (not included in other areas),2016-01-01,2019-02-28,D02,32182.0
